filename; lemma; threat; res; time
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique; ; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique; ; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=WeakAEAD; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=NeutralCheck; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=CredCheck; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 26;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 31;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 31;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 32;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=XorPrecise; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 55;
lake-edhoc-KEM-Sig.spthy;  --lemma=authIR_unique;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x2,gy2))@j ==> i = j is false. ; 439;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 760;
lake-edhoc-KEM-Sig.spthy;  --lemma=authRI_unique;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y2,gx2))@j ==> i = j is true. ; 966;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=NeutralCheck; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 24;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=CredCheck; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R; ; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj; ; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI; ; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 25;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 26;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 26;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 26;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 26;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I; ; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 26;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 27;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=CredCheck; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 27;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=NeutralCheck; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 27;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 27;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 27;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=WeakAEAD; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is false. ; 28;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is false. ; 28;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is false. ; 32;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 34;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 34;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=XorPrecise; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 37;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=XorPrecise; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 48;
lake-edhoc-KEM-Sig.spthy;  --lemma=no_reflection_attacks_RI;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 558;
lake-edhoc-KEM-Sig.spthy;  --lemma=honestauthRI_non_inj;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && event(Honest(pkI_2))@k ==> (i > t && event(AcceptI(cid2,m,pkI_2,pkR_2,k3,k4,x,gy))@t) || event(Compromise(pkI_2))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 580;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_R_to_I;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptRData(PRK_4x3m_2,method_2,pkI_2,pkR_2,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkI_2))@j ==> (i > l && event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_2))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is false. ; 1759;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=WeakAEAD; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 9;
lake-edhoc-KEM-Sig.spthy;  --lemma=data_authentication_I_to_R;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptIData(PRK_4x3m_2,method_2,pkI_2,pkR_2,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_2,m3)))))))))))@i && event(Honest(pkR_2))@j ==> (i > l && event(SendRData(method_2,pkR_2,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_2))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 92;
